?cls	?xref
<http://purl.obolibrary.org/obo/XAO_0003019>	"CL:0000017"
<http://purl.obolibrary.org/obo/XAO_0004203>	"UBERON:0011688"
<http://purl.obolibrary.org/obo/XAO_0000125>	"UBERON:0001007"
<http://purl.obolibrary.org/obo/XAO_1000011>	"UBERON:0007232"
<http://purl.obolibrary.org/obo/XAO_0000098>	"UBERON:0003066"
<http://purl.obolibrary.org/obo/XAO_0005073>	"UBERON:0000414"
<http://purl.obolibrary.org/obo/XAO_0000311>	"UBERON:0003081"
<http://purl.obolibrary.org/obo/XAO_0004165>	"UBERON:0006001"
<http://purl.obolibrary.org/obo/XAO_0004191>	"UBERON:0005428"
<http://purl.obolibrary.org/obo/XAO_0006019>	"GO:0005771"
<http://purl.obolibrary.org/obo/XAO_0000153>	"UBERON:0000057"
<http://purl.obolibrary.org/obo/XAO_0005502>	"UBERON:0013701"
<http://purl.obolibrary.org/obo/XAO_0004199>	"UBERON:0011692"
<http://purl.obolibrary.org/obo/XAO_0003202>	"UBERON:0003351"
<http://purl.obolibrary.org/obo/XAO_0000035>	"CL:0000365"
<http://purl.obolibrary.org/obo/XAO_0000208>	"UBERON:0000100"
<http://purl.obolibrary.org/obo/XAO_0000454>	"UBERON:0001280"
<http://purl.obolibrary.org/obo/XAO_0000111>	"CL:0000586"
<http://purl.obolibrary.org/obo/XAO_0004136>	"UBERON:0002212"
<http://purl.obolibrary.org/obo/XAO_0000244>	"UBERON:0000162"
<http://purl.obolibrary.org/obo/XAO_0004288>	"UBERON:0010913"
<http://purl.obolibrary.org/obo/XAO_0006026>	"CL:0000051"
<http://purl.obolibrary.org/obo/XAO_0000283>	"UBERON:0001771"
<http://purl.obolibrary.org/obo/XAO_0005140>	"UBERON:0000118"
<http://purl.obolibrary.org/obo/XAO_0000042>	"UBERON:0002346"
<http://purl.obolibrary.org/obo/XAO_0000446>	"UBERON:0001723"
<http://purl.obolibrary.org/obo/XAO_0004030>	"UBERON:0007846"
<http://purl.obolibrary.org/obo/XAO_0004593>	"UBERON:0002778"
<http://purl.obolibrary.org/obo/XAO_0003237>	"CL:0000061"
<http://purl.obolibrary.org/obo/XAO_0004274>	"UBERON:0004770"
<http://purl.obolibrary.org/obo/XAO_0004038>	"UBERON:0004755"
<http://purl.obolibrary.org/obo/XAO_0000002>	"UBERON:0008897"
<http://purl.obolibrary.org/obo/XAO_0004530>	"UBERON:0004069"
<http://purl.obolibrary.org/obo/XAO_0004211>	"UBERON:0009124"
<http://purl.obolibrary.org/obo/XAO_0000275>	"UBERON:0005870"
<http://purl.obolibrary.org/obo/XAO_0005012>	"GO:0000776"
<http://purl.obolibrary.org/obo/XAO_0000166>	"UBERON:0001236"
<http://purl.obolibrary.org/obo/XAO_0000345>	"UBERON:0001070"
<http://purl.obolibrary.org/obo/XAO_0004585>	"UBERON:0000446"
<http://purl.obolibrary.org/obo/XAO_0003076>	"UBERON:0002413"
<http://purl.obolibrary.org/obo/XAO_0000467>	"UBERON:0003923"
<http://purl.obolibrary.org/obo/XAO_0003223>	"UBERON:0001792"
<http://purl.obolibrary.org/obo/XAO_0000122>	"UBERON:0002390"
<http://purl.obolibrary.org/obo/XAO_0000255>	"UBERON:0007126"
<http://purl.obolibrary.org/obo/XAO_0005198>	"UBERON:0002081"
<http://purl.obolibrary.org/obo/XAO_0003161>	"UBERON:0004347"
<http://purl.obolibrary.org/obo/XAO_0006031>	"CL:0000091"
<http://purl.obolibrary.org/obo/XAO_0004605>	"UBERON:0002206"
<http://purl.obolibrary.org/obo/XAO_0004556>	"UBERON:0001904"
<http://purl.obolibrary.org/obo/XAO_0003047>	"UBERON:0001021"
<http://purl.obolibrary.org/obo/XAO_0003169>	"UBERON:0003113"
<http://purl.obolibrary.org/obo/XAO_0004091>	"UBERON:0005497"
<http://purl.obolibrary.org/obo/XAO_0000291>	"UBERON:0005323"
<http://purl.obolibrary.org/obo/XAO_0000103>	"UBERON:0001045"
<http://purl.obolibrary.org/obo/XAO_0003191>	"UBERON:0002079"
<http://purl.obolibrary.org/obo/XAO_0000474>	"UBERON:0005412"
<http://purl.obolibrary.org/obo/XAO_0004143>	"UBERON:0005629"
<http://purl.obolibrary.org/obo/XAO_0003199>	"UBERON:0002465"
<http://purl.obolibrary.org/obo/XAO_0004051>	"UBERON:0001751"
<http://purl.obolibrary.org/obo/XAO_0003027>	"UBERON:0002101"
<http://purl.obolibrary.org/obo/XAO_0003258>	"CL:0000851"
<http://purl.obolibrary.org/obo/XAO_0000013>	"UBERON:0001894"
<http://purl.obolibrary.org/obo/XAO_0003149>	"CL:0000670"
<http://purl.obolibrary.org/obo/XAO_0004186>	"UBERON:0009889"
<http://purl.obolibrary.org/obo/XAO_0004059>	"UBERON:0007567"
<http://purl.obolibrary.org/obo/XAO_0003063>	"UBERON:0007831"
<http://purl.obolibrary.org/obo/XAO_0001013>	"UBERON:0001577"
<http://purl.obolibrary.org/obo/XAO_0003229>	"UBERON:0008778"
<http://purl.obolibrary.org/obo/XAO_0003013>	"CARO:0000032"
<http://purl.obolibrary.org/obo/XAO_0003013>	"UBERON:0000475"
<http://purl.obolibrary.org/obo/XAO_0004157>	"UBERON:0005607"
<http://purl.obolibrary.org/obo/XAO_0005323>	"CL:0017005"
<http://purl.obolibrary.org/obo/XAO_0000029>	"UBERON:0003055"
<http://purl.obolibrary.org/obo/XAO_0003265>	"CL:0000723"
<http://purl.obolibrary.org/obo/XAO_0000020>	"UBERON:0002240"
<http://purl.obolibrary.org/obo/XAO_0004100>	"CL:0000740"
<http://purl.obolibrary.org/obo/XAO_0000392>	"UBERON:0002017"
<http://purl.obolibrary.org/obo/XAO_0005298>	"UBERON:0001901"
<http://purl.obolibrary.org/obo/XAO_0003156>	"CL:0000623"
<http://purl.obolibrary.org/obo/XAO_0000337>	"UBERON:0004141"
<http://purl.obolibrary.org/obo/XAO_0000158>	"UBERON:0000949"
<http://purl.obolibrary.org/obo/XAO_0003215>	"UBERON:0001787"
<http://purl.obolibrary.org/obo/XAO_0003095>	"UBERON:0001648"
<http://purl.obolibrary.org/obo/XAO_0004016>	"UBERON:0010522"
<http://purl.obolibrary.org/obo/XAO_0005283>	"UBERON:0011814"
<http://purl.obolibrary.org/obo/XAO_0004130>	"CL:0000202"
<http://purl.obolibrary.org/obo/XAO_0004149>	"CL:0000115"
<http://purl.obolibrary.org/obo/XAO_0005193>	"UBERON:0004067"
<http://purl.obolibrary.org/obo/XAO_0004046>	"UBERON:0010365"
<http://purl.obolibrary.org/obo/XAO_0000144>	"UBERON:0000056"
<http://purl.obolibrary.org/obo/XAO_0006025>	"CL:0000442"
<http://purl.obolibrary.org/obo/XAO_0000041>	"UBERON:0002025"
<http://purl.obolibrary.org/obo/XAO_0000214>	"UBERON:0001686"
<http://purl.obolibrary.org/obo/XAO_0004476>	"CL:0000188"
<http://purl.obolibrary.org/obo/XAO_0000445>	"UBERON:0001727"
<http://purl.obolibrary.org/obo/XAO_0005133>	"CL:0000128"
<http://purl.obolibrary.org/obo/XAO_0000174>	"UBERON:0001134"
<http://purl.obolibrary.org/obo/XAO_0000096>	"UBERON:0002539"
<http://purl.obolibrary.org/obo/XAO_0000269>	"UBERON:0000930"
<http://purl.obolibrary.org/obo/XAO_0006017>	"CL:0005002"
<http://purl.obolibrary.org/obo/XAO_0000151>	"UBERON:0005319"
<http://purl.obolibrary.org/obo/XAO_0005500>	"GO:0030057"
<http://purl.obolibrary.org/obo/XAO_0000033>	"UBERON:0005093"
<http://purl.obolibrary.org/obo/XAO_0000160>	"UBERON:0001905"
<http://purl.obolibrary.org/obo/XAO_0001103>	"UBERON:0003924"
<http://purl.obolibrary.org/obo/XAO_0004003>	"UBERON:0006800"
<http://purl.obolibrary.org/obo/XAO_0004003>	"CARO:0000008"
<http://purl.obolibrary.org/obo/XAO_0000452>	"UBERON:0003092"
<http://purl.obolibrary.org/obo/XAO_0000067>	"UBERON:0003061"
<http://purl.obolibrary.org/obo/XAO_0003177>	"UBERON:0005884"
<http://purl.obolibrary.org/obo/XAO_0000358>	"UBERON:0001919"
<http://purl.obolibrary.org/obo/XAO_0000249>	"UBERON:0003075"
<http://purl.obolibrary.org/obo/XAO_0003005>	"CARO:0000028"
<http://purl.obolibrary.org/obo/XAO_0003005>	"UBERON:0003100"
<http://purl.obolibrary.org/obo/XAO_0000240>	"UBERON:0003073"
<http://purl.obolibrary.org/obo/XAO_0003249>	"CL:0000066"
<http://purl.obolibrary.org/obo/XAO_0005059>	"UBERON:0007377"
<http://purl.obolibrary.org/obo/XAO_1000029>	"UBERON:0000085"
<http://purl.obolibrary.org/obo/XAO_0004085>	"CL:0005006"
<http://purl.obolibrary.org/obo/XAO_0003041>	"UBERON:0003103"
<http://purl.obolibrary.org/obo/XAO_0003041>	"CARO:0000024"
<http://purl.obolibrary.org/obo/XAO_0000329>	"UBERON:0005891"
<http://purl.obolibrary.org/obo/XAO_0003163>	"CARO:0000065"
<http://purl.obolibrary.org/obo/XAO_0003163>	"UBERON:0000482"
<http://purl.obolibrary.org/obo/XAO_0003209>	"UBERON:0006715"
<http://purl.obolibrary.org/obo/XAO_0004097>	"CL:0000745"
<http://purl.obolibrary.org/obo/XAO_0003100>	"UBERON:0001896"
<http://purl.obolibrary.org/obo/XAO_0000365>	"UBERON:0001533"
<http://purl.obolibrary.org/obo/XAO_0000007>	"UBERON:0001713"
<http://purl.obolibrary.org/obo/XAO_0000256>	"CL:0000023"
<http://purl.obolibrary.org/obo/XAO_0005189>	"UBERON:0003217"
<http://purl.obolibrary.org/obo/XAO_0006004>	"GO:0043025"
<http://purl.obolibrary.org/obo/XAO_0000315>	"UBERON:0003082"
<http://purl.obolibrary.org/obo/XAO_0004547>	"UBERON:0006516"
<http://purl.obolibrary.org/obo/XAO_0005017>	"CL:0000064"
<http://purl.obolibrary.org/obo/XAO_0004053>	"UBERON:0004288"
<http://purl.obolibrary.org/obo/XAO_0000458>	"UBERON:0003093"
<http://purl.obolibrary.org/obo/XAO_0004583>	"UBERON:0001928"
<http://purl.obolibrary.org/obo/XAO_0000014>	"UBERON:0001891"
<http://purl.obolibrary.org/obo/XAO_0000287>	"UBERON:0006337"
<http://purl.obolibrary.org/obo/XAO_0005024>	"UBERON:0001997"
<http://purl.obolibrary.org/obo/XAO_0005255>	"GO:0030175"
<http://purl.obolibrary.org/obo/XAO_0004563>	"UBERON:0014741"
<http://purl.obolibrary.org/obo/XAO_0003054>	"CL:0000034"
<http://purl.obolibrary.org/obo/XAO_0003080>	"UBERON:0003106"
<http://purl.obolibrary.org/obo/XAO_0004198>	"UBERON:0001752"
<http://purl.obolibrary.org/obo/XAO_0004010>	"CARO:0000070"
<http://purl.obolibrary.org/obo/XAO_0004010>	"UBERON:0000487"
