?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/XAO_0005203>	"An axis that is approximately perpendicular to the anterior-posterior axis and that extends through the horizontal plane of the body."	
<http://purl.obolibrary.org/obo/XAO_0000074>	"Portion of the marginal zone of the embryo that turns inside the embryo during involution."	
<http://purl.obolibrary.org/obo/XAO_0000230>	"Cell type that forms a layer within an ovarian follicle that surrounds the oocyte."	"CL:0000477"
<http://purl.obolibrary.org/obo/XAO_0003161>	"Structure that is an early outgrowth of a presumptive limb."	"UBERON:0004347"
<http://purl.obolibrary.org/obo/XAO_1000064>	"Nieuwkoop and Faber stage 52, corresponding to a tadpole of age about 21 days at 22-24 Celsius and having the following external morphological criteria: Forelimb bud irregularly conical. Hindlimb bud showing first indication of ankle constriction and first sign of flattening of foot. Length: 42 - 56 mm."	
<http://purl.obolibrary.org/obo/XAO_0005194>	"The central area of the two limbs of a horseshoe-shaped mesenchymal swelling that lie medial to the olfactory placode or pit in the future nasal region of the embryo."	"UBERON:0004068"
<http://purl.obolibrary.org/obo/XAO_0003090>	"Cranial nerve that largely consists of somatic efferent fibers which innervate four eye muscles (m rectus superior, m obliquus inferior, and mm rectus inferior and anterior)."	"UBERON:0001643"
<http://purl.obolibrary.org/obo/XAO_0004195>	"Mineralized bone tissue that always includes non-terminally differentiated osteoblasts and osteocytes."	"UBERON:4000118"
<http://purl.obolibrary.org/obo/XAO_0005299>	"The epithelium of the esophagus."	"UBERON:0001976"
<http://purl.obolibrary.org/obo/XAO_0003121>	"Compartment of trunk somite 5 that is a precursor of the axial skeleton."	
<http://purl.obolibrary.org/obo/XAO_0003258>	"A non-sensory cell type surrounding the neuromast support cells and neuromast hair cells, separating the neuromast from the epidermis, and secreting cupula in which the ciliary bundles of all the hair cells are embedded."	"CL:0000851"
<http://purl.obolibrary.org/obo/XAO_0000463>	"A lateral line that extends from the ear in a posterior direction between the upper and lower lateral lines."	"UBERON:0003096"
<http://purl.obolibrary.org/obo/XAO_0000421>	"The 11th somite located posterior to the head."	
<http://purl.obolibrary.org/obo/XAO_0004003>	"Non-material anatomical entity of one dimension, which forms a boundary of an anatomical surface or is a modulation of an anatomical surface."	"UBERON:0006800 CARO:0000008"
<http://purl.obolibrary.org/obo/XAO_0000418>	"The 8th somite located posterior to the head."	
<http://purl.obolibrary.org/obo/XAO_0004239>	"The most posterior of the hind digits, consisting of a single metatarsal, 2 phalanges, and a claw."	
<http://purl.obolibrary.org/obo/XAO_0004226>	"Region of the mesencephalon that arises from a small area of the neural plate, spanning the midline immediately adjacent, and being slightly posterior to the dorsal tegmentum area."	
<http://purl.obolibrary.org/obo/XAO_0004138>	"A specialized epithelial cell involved in sensory perception. Restricted to special sense organs of the olfactory, gustatory, and vestibuloauditory systems; they contain sensory cells surrounded by supportive, non-receptive cells."	"CL:0000098"
<http://purl.obolibrary.org/obo/XAO_0000475>	"Neural tissue comprising the proximal part of either of the optic vesicles as they project towards the sides of the head; it remains narrow and constitutes the optic stalk (the peripheral part of each expands to form a hollow bulb)."	"UBERON:0003098"
<http://purl.obolibrary.org/obo/XAO_0000474>	"Part of the eye that forms during the transition from optic vesicle to optic cup as a groove at the lateroventral edge of the optic vesicle, which expands medially. The ventral edges of the optic vesicle then wrap around the fissure and fuse with one another, ultimately leading to a channel through which blood vessels and optic nerve fibres pass."	"UBERON:0005412"
<http://purl.obolibrary.org/obo/XAO_0005139>	"A ciliated cell that has more than one cilium."	
<http://purl.obolibrary.org/obo/XAO_0003036>	"Any of the 4 digits that are the most distal part of a forelimb, each digit consisting of a single metatarsal and 2-3 phalanges. Xenopus forelimb digits are numbered 2-5, with no digit number 1."	"UBERON:0002389"
<http://purl.obolibrary.org/obo/XAO_0000251>	"Third of the pharyngeal (endodermal) evaginations between the visceral arches from which the Eustachian tube is derived; pouches 2-4 open as gill slits."	"UBERON:0007124"
<http://purl.obolibrary.org/obo/XAO_0004497>	"Any of the posterior and smaller bones of the pelvic girdle. The ischia appear at NF stage 53, grow toward each other at NF stage 55, fusing and beginning to ossify by NF stage 58/59."	
<http://purl.obolibrary.org/obo/XAO_0003257>	"A cell that is specialized to accumulate myelin."	"CL:0000328"
<http://purl.obolibrary.org/obo/XAO_0000264>	"Portion of tissue that consists of the mesenchymal precursor to the pronephric kidney and that begins to separate from the intermediate mesoderm at NF stage 21 and epithelializes by NF stage 30."	"UBERON:0005721"
<http://purl.obolibrary.org/obo/XAO_0004187>	"Branchial crest that is the 3rd neural crest stream and lays between hyoid crest and posterior branchial crest."	
<http://purl.obolibrary.org/obo/XAO_0005096>	"Blastomere which lies adjacent to the prospective dorsal midline in the first tier of blastomeres. It contributes to a variety of tissues and organs, including the cement gland, brain, retina, lens, cranial ganglia, otic vesicle, neural crest, spinal cord, somites, liver, gut and pharynx."	
<http://purl.obolibrary.org/obo/XAO_0000024>	"The most anterior of the migrating cranial neural crest streams, running along the posterior edge of the eye primordium, and in later stages, below the eye and to the border of the cement gland. The mandibular stream is the first to initiate CNC cell migration."	"UBERON:0007098"
<http://purl.obolibrary.org/obo/XAO_0005233>	"One of the two types of proton-secreteing cells (PSC) in amphibian skin, which play an important role in ion transport, beta-PSCs are characterised by expression of pendrin and localization of the H+v-ATPase cytosolically or basolaterally in the plasma membrane."	
<http://purl.obolibrary.org/obo/XAO_0004354>	"Muscle in the orbit that depresses, adducts, and helps extort (rotate laterally) the eye."	
<http://purl.obolibrary.org/obo/XAO_0004000>	"A tube shaped portion of tissue lined with epithelial cells that collects secretions and routes them to their destination."	"UBERON:0000058"
<http://purl.obolibrary.org/obo/XAO_0005023>	"A surface structure principally responsible for the production of noxious or toxic secretion with an effect on numerous species of vertebrates. The glands are almost uniformly distributed, on both ventral and dorsal skin."	"UBERON:3010602"
<http://purl.obolibrary.org/obo/XAO_0005255>	"Thin, stiff, actin-based protrusion extended by the leading edge of a motile cell such as a crawling fibroblast, an axonal or dendritic growth cone, or a dendritic shaft."	"GO:0030175"
<http://purl.obolibrary.org/obo/XAO_0005014>	"A structure comprising a core structure and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many cells, though it changes continually during the cell-division cycle."	"GO:0005813"
<http://purl.obolibrary.org/obo/XAO_0000153>	"Anatomical structure consisting of a tube carries urine from the urinary bladder to the outside of the body."	"UBERON:0000057"
<http://purl.obolibrary.org/obo/XAO_0005161>	"A tiny skeletal element adjacent to the anterior-most digit in the autopod in the developing hindlimb (i.e., hindlimb digit 5), possibly representing a vestigal 6th digit in Xenopus."	
<http://purl.obolibrary.org/obo/XAO_0003183>	"Skeletal and cartilaginous elements of the third branchial or pharyngeal arch."	
<http://purl.obolibrary.org/obo/XAO_0000052>	"The paired main vein, departing from the sinus venous, the fused heart primordium, it runs posteriorly down length of the embryo."	"UBERON:0004344"
<http://purl.obolibrary.org/obo/XAO_0000205>	"A type of mesoderm that lies along the central axis, under the neural tube, and gives rise to the notochord."	"UBERON:0003068"
<http://purl.obolibrary.org/obo/XAO_0004292>	"Region of the oocyte vegetal cortex that contains a subdomain of ER organized on top of the mitochondrial cloud and where localization of Vg1 mRNA takes place."	
<http://purl.obolibrary.org/obo/XAO_0004531>	"An almond-shaped set of neurons in the medial temporal lobe of the brain that is involved in the linkage of environmental information with social behavior and action selection."	"UBERON:0001876"
<http://purl.obolibrary.org/obo/XAO_0000027>	"Ganglion that is located in the head."	"UBERON:0001714"
<http://purl.obolibrary.org/obo/XAO_0000080>	"The region from which the forelimb develops, first recognizable at NF stage 48, and distinct by NF stage 49."	
<http://purl.obolibrary.org/obo/XAO_0003029>	"Cavity in which food is initially ingested and generally contains teeth, tongue and glands."	"UBERON:0000165"
<http://purl.obolibrary.org/obo/XAO_0006028>	"A progenitor cell that is part of the immune system and develops into a macrophage."	
<http://purl.obolibrary.org/obo/XAO_0005503>	"Septum dividing the esophagus from the trachea."	"UBERON:0036070"
<http://purl.obolibrary.org/obo/XAO_0004330>	"Muscle that is part a complex that arises from the skull roof and acts to elevate or close the lower jaw. The first mandibular arch muscle to appear, it originates ventral to the center of the eye, and extends rostroventrally to end lateral to the buccal cavity."	
<http://purl.obolibrary.org/obo/XAO_0006009>	"A modified non-motile cilium which functions as a light-detecting organelle in the retina. OS cilia have an extended membrane system which consists of arrayed membranous disks resembling a stack of coins. In rods/rod cells, these disks are discontinuous, being divided into lobules or \"incisures\", and are surrounded by a plasma membrane. In cones/cone cells, the disks and plasma membrane remain joined as one continuous membrane system and incisures are not present."	
<http://purl.obolibrary.org/obo/XAO_1000044>	"Nieuwkoop and Faber stage 28, corresponding to an embryo of age 1 day, 8 hr 30 min at 22-24 Celsius and having the following external morphological criteria: Fin extending up to anus. Fin broadened and distinctly divided into outer transparent and inner translucent band. Length: 3.8 - 4.0 mm."	
<http://purl.obolibrary.org/obo/XAO_0005228>	"A neuron that transmits nerve impulses away from the central nervous system to the muscles or glands."	
<http://purl.obolibrary.org/obo/XAO_0000276>	"Layer of lateral plate mesoderm that forms the circulatory system and future gut wall; it overlies endoderm."	"UBERON:0004872"
<http://purl.obolibrary.org/obo/XAO_0006018>	"A light gray region on the dorsal surface of a fertilized oocyte. It is fully formed by the beginning of the first cleavage, and forms as a result of cortical rotation of the intermal cytoplasm and occurs opposite the sperm entry point. It is later the site where the Spemann organizer will form at the gastrula stage."	
<http://purl.obolibrary.org/obo/XAO_0005047>	"The rostral zone of the tuberal region of the hypothalamus."	
<http://purl.obolibrary.org/obo/XAO_0000159>	"Structure that is made up of islet cells that produce insulin, glucagon, and somatostatin."	"UBERON:0000006"
<http://purl.obolibrary.org/obo/XAO_1000051>	"Nieuwkoop and Faber stage 39, corresponding to an embryo of age 2 days, 8 hr 30 min at 22-24 Celsius and having the following external morphological criteria: Melanophores appearing around nasal pits. Opening of stomodeal invagination transversely elongated. Melanophores on back arranged in a superficial and a deeper layer. Outlines of proctodeum and tail myotomes forming angle of about 135 degrees. Melanophores appearing along ventral edge of tail musculature. Length: 5.9 - 6.5 mm."	
<http://purl.obolibrary.org/obo/XAO_1000067>	"Nieuwkoop and Faber stage 55, corresponding to a tadpole of age about 32 days at 22-24 Celsius and having the following external morphological criteria: Hand pronated about 90 degrees; free parts of fingers about equally long as broad. Length of hindlimb without foot about 3 times its breadth; length of cartilages of 4th and 5th toe about 4 times their breadth. Length: 70 - 80 mm."	
<http://purl.obolibrary.org/obo/XAO_0000096>	"One of a series of bony or cartilaginous arches that develop in the walls of the mouth cavity and pharynx of the embryo."	"UBERON:0002539"
<http://purl.obolibrary.org/obo/XAO_0004621>	"An epithelial cell that is part of the epidermis."	"CL:1000396"
<http://purl.obolibrary.org/obo/XAO_0005133>	"A class of large neuroglial (macroglial) cells in the central nervous system that form the insulating myelin sheath of axons."	"CL:0000128"
<http://purl.obolibrary.org/obo/XAO_0005249>	"Ventral part of the posterior hindgut endoderm."	
<http://purl.obolibrary.org/obo/XAO_0005111>	"Blastomere which lies lateral to blastomere V2.1.2, anterior to its sister cell, blastomere V2.2.1, in the third tier of blastomeres. It contributes cells to the epidermis, tail fin, cranial ganglia, neural crest, hindbrain, spinal cord, otic vesicle, pharyngeal mesoderm, somites, foregut, hindgut, archenteron roof, and proctodeum."	
<http://purl.obolibrary.org/obo/XAO_0004078>	"Neuron located in the intersomitic region."	
<http://purl.obolibrary.org/obo/XAO_0005280>	"Anatomical region that overlaps the ventral and lateral regions of a body or body part."	
<http://purl.obolibrary.org/obo/XAO_0003250>	"A cell of an exocrine gland, i.e. a gland that discharges its secretion via a duct."	"CL:0000152"
<http://purl.obolibrary.org/obo/XAO_0003224>	"A thin fenestrated layer of the pars nervosa retinae adjacent to the outer nuclear layer and through which extend the visual rods and cones."	"UBERON:0001788"
<http://purl.obolibrary.org/obo/XAO_0005185>	"A commissural neuron, originating in the spinal cord, that is involved in the touch sensory pathway and lies adjacent to the Rohon-Beard neurons and close to the roof plate of the spinal cord."	
<http://purl.obolibrary.org/obo/XAO_0000380>	"Vein that first appears as disconnected portions lateral to the Wolffian ducts at NF stage 44, gradually becoming continuous. They come into communication with the medial postcardinals at the kidney sinus."	
<http://purl.obolibrary.org/obo/XAO_0000267>	"The hypophyseal layer that separates from the stomodeal layer of the stomodeal-hypophyseal primordium at NF stage 29 and 30."	
<http://purl.obolibrary.org/obo/XAO_0000373>	"Bilaterally paired longitudinal vein; the anterior cardinal returns blood from the head, and the posterior cardinal returns it from the trunk; these two vessels join together on each side as the common cardinal vein, also known as the duct of Cuvier that leads to the heart's sinus venosus."	"UBERON:0002064"
<http://purl.obolibrary.org/obo/XAO_0005063>	"Part of the double coil of the small intestine, consisting of anti-clockwise loops of intestine proximal to the internal coil."	
<http://purl.obolibrary.org/obo/XAO_0004271>	"Multi-tissue structure that is the ventral part of the midbrain."	"UBERON:0001943"
<http://purl.obolibrary.org/obo/XAO_0003049>	"Connective tissue in which fat is stored."	"UBERON:0001013"
<http://purl.obolibrary.org/obo/XAO_0006019>	"A type of endosome in which regions of the limiting endosomal membrane invaginate to form internal vesicles; membrane proteins that enter the internal vesicles are sequestered from the cytoplasm. In oocytes, multivesicular bodies are abundant on the dorsal side of the NF stage 7 (64-cell) embryos (as a result of cortical rotation) are are frequently surrounded by clouds of smaller, darker cytoplasmic membranes that may represent cytoplasmic determinants."	"GO:0005771"
<http://purl.obolibrary.org/obo/XAO_0004619>	"The most posterior region of presomitic mesoderm where somitomeres have yet to be fated."	
<http://purl.obolibrary.org/obo/XAO_1000019>	"Nieuwkoop and Faber stage 9, corresponding to an embryo of age 7 hr at 22-24 Celsius and having the following external morphological criteria: Fine-cell blastula stage. Animal cells smaller at dorsal than at ventral side. Border between marginal zone and vegetative field distinct, particularly dorsally, owing to difference in cell size. Length: 1.4 - 1.5 mm."	
<http://purl.obolibrary.org/obo/XAO_0004529>	"Portion of tissue in an eye consisting of the iris, ciliary body, and choroid."	"UBERON:0001768"
<http://purl.obolibrary.org/obo/XAO_0003015>	"Embryonic (precursor) cell of the myogenic lineage that develops from the mesoderm."	"CL:0000056"
<http://purl.obolibrary.org/obo/XAO_0004136>	"Portion of tissue that is a patch of thickened, pseudostratified epithelium in the inner ear, consisting of regular arrays of sensory hair cells interspersed with supporting cells. The macula saccule senses linear acceleration and gravity."	"UBERON:0002212"
<http://purl.obolibrary.org/obo/XAO_0005020>	"A connective tissue cell of any organ."	"CL:0000499"
<http://purl.obolibrary.org/obo/XAO_0004538>	"Nucleus located anteroventrally in the midbrain tegmentum."	
<http://purl.obolibrary.org/obo/XAO_0005108>	"Blastomere which lies adjacent to the prospective, ventral midline in the fourth tier of blastomeres. It contributes a few cells to the epidermis, neural crest and spinal cord, and a large number of cells to the somites, pronephric kidney, lateral plate mesoderm, tail fin mesenchyme, hindgut, and proctodeum."	
<http://purl.obolibrary.org/obo/XAO_0005008>	"Specialized protrusion of a cell composed of microtubules and serving a role in intercellular signaling."	"GO:0005929"
<http://purl.obolibrary.org/obo/XAO_0004048>	"Anatomical cluster that comprises the oral part of the pharynx."	"UBERON:0001729"
<http://purl.obolibrary.org/obo/XAO_0005178>	"A ciliated epidermal cell that has a single cilium."	
<http://purl.obolibrary.org/obo/XAO_1000029>	"Nieuwkoop and Faber stage 6.5, corresponding to an embryo of age 3 hr 30 min at 22-24 Celsius and having the following external morphological criteria: Morula stage. About 48 blastomeres. In animal view about 6 micromeres along meridian. Length: 1.4 - 1.5 mm."	"UBERON:0000085"
<http://purl.obolibrary.org/obo/XAO_0000454>	"The functional units of the liver including the lobules."	"UBERON:0001280"
<http://purl.obolibrary.org/obo/XAO_0003251>	"Individual secretory cells of the hatching gland that secrete an enzyme that dissolves or weakens the egg jelly and facilitates hatching."	"CL:0000249"
<http://purl.obolibrary.org/obo/XAO_0005196>	"A type of blood cell which is part of the innate immune system and is quickly recruited to sites of injury."	"CL:0000775"
<http://purl.obolibrary.org/obo/XAO_0004477>	"A myocyte of the smooth muscle."	"CL:0000192"
<http://purl.obolibrary.org/obo/XAO_0005298>	"The epithelium of the trachea."	"UBERON:0001901"
<http://purl.obolibrary.org/obo/XAO_0004471>	"Cardiac septum that separates the right atrium from the left atrium."	
<http://purl.obolibrary.org/obo/XAO_0005121>	"Embryonic region which is specified to form the head of the embryo."	
<http://purl.obolibrary.org/obo/XAO_0003265>	"A stem cell that can give rise to cell types of the body other than those of the germ-line."	"CL:0000723"
<http://purl.obolibrary.org/obo/XAO_0004345>	"Muscle that arises on part of the chondrocranium and passes to the ventro-lateral region of the cerato-branchialia. It is located on the crista parotica and commissura branchio-cranialis."	
<http://purl.obolibrary.org/obo/XAO_0003196>	"The sensory system used for olfaction (the sense of smell)."	"UBERON:0005725"
<http://purl.obolibrary.org/obo/XAO_0000140>	"Anatomical system that has as its parts the organs concerned with the production and excretion of urine and those concerned with reproduction."	"UBERON:0004122"
<http://purl.obolibrary.org/obo/XAO_0005123>	"Cell component comprising the outer layers of the vegetal region of the oocyte."	
<http://purl.obolibrary.org/obo/XAO_0004523>	"Any of the neurons specific to the gastrointestinal system. Enteric neurons are embedded the lining of the esophagus, stomach, small and large intestines and the cloaca."	"CL:0007011"
<http://purl.obolibrary.org/obo/XAO_0000004>	"Part of the fin consisting of a supporting core of mesenchyme and extracellular matrix."	
<http://purl.obolibrary.org/obo/XAO_0000190>	"A flattened, roughly circular cartilage derived from the extrastapes. This thin membrane or integument is stretched over the cartilaginous tympanic annulus in a drum-like manner, and forms the outer ear, receiving airborne vibrations and functioning in hearing."	"UBERON:0001691"
<http://purl.obolibrary.org/obo/XAO_0003137>	"Compartment of tail somite 15 that is a precursor of the axial skeleton."	
<http://purl.obolibrary.org/obo/XAO_0000249>	"A region of embryonic ectodermal cells that lie directly above the notochord. During neurulation, they change shape and produce an infolding of the neural plate (the neural fold) that then seals to form the neural tube. At NF stage 11.5 is the first indication of neural plate within the sensorial layer of ectoderm. It extends to near the animal pole by NF stage 12.5 and the entire plate is faintly delimited by NF stage 13."	"UBERON:0003075"
<http://purl.obolibrary.org/obo/XAO_0003117>	"Compartment of trunk somite 5 that is a precursor of muscle."	
<http://purl.obolibrary.org/obo/XAO_0000329>	"The epithelial lining of the coelom."	"UBERON:0005891"
<http://purl.obolibrary.org/obo/XAO_0004510>	"Type of precursor cell from which melanophores develop."	"CL:0000541"
<http://purl.obolibrary.org/obo/XAO_0005425>	"Temporary septum formed from epithelial tissue dividing the esophagus from the trachea. After mesenchymal invasion this gives rise to the permanent tissue separating the esophagus from the trachea."	
<http://purl.obolibrary.org/obo/XAO_0003192>	"The chamber of the heart that receives blood from the sinus venosus."	"UBERON:0002078"
<http://purl.obolibrary.org/obo/XAO_0005034>	"A progenitor cell of the nervous system."	
<http://purl.obolibrary.org/obo/XAO_0003233>	"Exocrine functioning cells of the pancreas."	"CL:0000622"
<http://purl.obolibrary.org/obo/XAO_0000030>	"The membrane enveloping the egg or oocyte, lying immediately outside the plasmalemma. It is formed while the oocyte is in the ovary and it separates from the egg to form the fertilization membrane."	"UBERON:0003125"
<http://purl.obolibrary.org/obo/XAO_0000148>	"Any of the excretory units of the mesonephros, which connect to the mesonephric collecting duct."	"UBERON:0000083"
<http://purl.obolibrary.org/obo/XAO_0003043>	"An embryonic structure that is the rudiment or commencement of a part or organ."	"UBERON:0001048"
<http://purl.obolibrary.org/obo/XAO_0004105>	"Any of bilaterally paired tubes that perform the resorptive and excretory functions of the pronephros, and which connect the pronephric glomeruli to the pronephric ducts."	"UBERON:0005310"
<http://purl.obolibrary.org/obo/XAO_0004251>	"Vein that comes from the skin of the trunk."	
<http://purl.obolibrary.org/obo/XAO_0000253>	"Animal portion of the marginal zone of the embryo that spreads in front of the animal cap but does not involute during gastrulation."	
<http://purl.obolibrary.org/obo/XAO_0000163>	"Anatomical structure of largely lymphoid tissue that arises from the third pharyngeal pouch, and that functions in cell-mediated immunity by being the site where T cells develop."	"UBERON:0002370"
<http://purl.obolibrary.org/obo/XAO_1000072>	"Nieuwkoop and Faber stage 60, corresponding to a tadpole of age about 46 days at 22-24 Celsius and having the following external morphological criteria: N. olfactorius still longer than bulbus olfactorius. Guanophores appearing on lower jaw (adult skin area). Openings of gill chambers still wide. Distal half of fingers of stretched forelimb extending beyond base of hindlimb; forelimb still situated behind level of heart. Adult skin area of base of forelimb covered with guanophores; anterior border of adult skin area on abdomen sharper, reaching up to heart."	
<http://purl.obolibrary.org/obo/XAO_0004559>	"A fiber system that is formed by pallial and subpallial components that join in the caudal telencephalon. It proceeds caudally, piercing the optic tract, to the ventral part of the hypothalamus."	"UBERON:2007012"
<http://purl.obolibrary.org/obo/XAO_0004064>	"The ventral part of the tail fin."	
<http://purl.obolibrary.org/obo/XAO_0005011>	"A cellular organelle, found close to the nucleus in many cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle."	"GO:0005814"
<http://purl.obolibrary.org/obo/XAO_0003141>	"Compartment of tail somite 17 that is a precursor of the axial skeleton."	
<http://purl.obolibrary.org/obo/XAO_0004573>	"Large glutaminergic nerve cell whose dendrites synapse with axons of the olfactory receptor neurons in the glomerular layer of the olfactory bulb, and whose axons pass centrally in the olfactory tract to the olfactory cortex."	"CL:1001502"
<http://purl.obolibrary.org/obo/XAO_0000242>	"Duct that drains the mesonephros and connects it to the ureter."	"UBERON:0003074"
<http://purl.obolibrary.org/obo/XAO_0000053>	"The mesoderm of the head."	"UBERON:0006904"
<http://purl.obolibrary.org/obo/XAO_0005265>	"Part of the trunk located on the dorsal side of the organism."	
<http://purl.obolibrary.org/obo/XAO_0004272>	"Any of the neuronal precursor cells that are isolated and scattered throughout the anterior ventro-lateral region of the embryo, generally in a punctate pattern, immediately below the ectoderm."	
<http://purl.obolibrary.org/obo/XAO_0004057>	"Portion of tissue comprising the posterior end of the tail fin."	"UBERON:0010162"
<http://purl.obolibrary.org/obo/XAO_0000219>		
<http://purl.obolibrary.org/obo/XAO_0000216>		
<http://purl.obolibrary.org/obo/XAO_0004505>	"The inner layer of the periosteum, containing osteoblasts."	
<http://purl.obolibrary.org/obo/XAO_0000011>	"The part of the brain that is the anterior of its three primary divisions and that includes the telencephalon and diencephalon."	"UBERON:0001890"
<http://purl.obolibrary.org/obo/XAO_1000033>	"Nieuwkoop and Faber stage 12.5, corresponding to an embryo of age 14 hr 15 min at 22-24 Celsius and having the following external morphological criteria: Small yolk plug stage. Future position of neural plate and median groove indicated by darker pigment lines. Yolk plug usually ovoid, variable in size. Length: 1.4 - 1.5 mm."	
<http://purl.obolibrary.org/obo/XAO_0003128>	"Compartment of trunk somite 10 that is a precursor of muscle."	
<http://purl.obolibrary.org/obo/XAO_0003122>	"Compartment of trunk somite 6 that is a precursor of the axial skeleton."	
<http://purl.obolibrary.org/obo/XAO_0003238>	"A cell that originates from a mesenchymal stem cell and forms chondrocytes (cartilage cells). Chondroblasts that become embedded in the matrix are called chondrocytes."	"CL:0000058"
<http://purl.obolibrary.org/obo/XAO_0005095>	"Blastomere which lies in the vegetal hemisphere lateral to V2.1 at the 16-cell stage."	
<http://purl.obolibrary.org/obo/XAO_0005059>	"Dermal layer composed of alternating sheets of parallel fibers."	"UBERON:0007377"
<http://purl.obolibrary.org/obo/XAO_0004500>	"Any of the bony lateral projections from the presacral veterebrae of the anterior trunk region, enabling the lungs to expand and thus facilitate breathing by expanding the chest cavity. They serve to protect the lungs, heart, and other internal organs of the thorax."	
<http://purl.obolibrary.org/obo/XAO_0000437>	"Xenopus developmental stage that corresponds to the end of the animal's life."	"UBERON:0000071"
<http://purl.obolibrary.org/obo/XAO_0004547>	"The predominant portion of the globus pallidus in the striatopallidal system, which is defined by connectivity and neurochemical staining. It is distinguished from the ventral pallidum by a boundary that is partially defined by the anterior commissure."	"UBERON:0006516"
<http://purl.obolibrary.org/obo/XAO_1000004>	"Embryonic stage during which the zygote undergoes synchronous divisions into 2, 4, 8, 16, etc. blastomeres, comprising Nieuwkoop and Faber stages 2 to 6.5."	"UBERON:0000107"
<http://purl.obolibrary.org/obo/XAO_0005163>	"A region of the embryo that is located broadly around the heart, but ventral to the pharyngeal region, posterior to the cement gland, and anterior to the endoderm or organs of endodermal origin (foregut, liver and lung primordia)."	
<http://purl.obolibrary.org/obo/XAO_0000352>	"The fifth in a series paired arterial connections between the dorsal and ventral aortae. Aortic arch 5 artery is paired and has a common trunk with aortic arch 6 from the ventral aorta, and drains via a separate branch of the lateral dorsal aorta. Aortic arches 5 and 6 supply the trunk and tail with oxygenated blood."	"UBERON:0003122"
<http://purl.obolibrary.org/obo/XAO_0005143>	"A cartilaginous component of the stapes that is firmly attached to the proximal end of the pars media. It lies within the oval window and forms the stapes footplate."	
<http://purl.obolibrary.org/obo/XAO_0000012>	"Part of the forebrain consisting of paired olfactory bulbs and cerebral hemispheres."	"UBERON:0001893"
<http://purl.obolibrary.org/obo/XAO_0005054>	"Inferior nucleus of the reticular nucleus of the brain stem."	
<http://purl.obolibrary.org/obo/XAO_0004258>	"Structure that comprises the base region of the telencephalon."	
<http://purl.obolibrary.org/obo/XAO_0000337>	"Region in the embryo that consists of precursor cells for the development of the embryonic heart."	"UBERON:0004141"
<http://purl.obolibrary.org/obo/XAO_0001012>	"Structure that is part of the pineal system, is located in the skin on the dorsal surface of the head, and is exposed continuously to ambient illumination."	
<http://purl.obolibrary.org/obo/XAO_0004097>	"A neuron that laterally connects other neurons in the inner nuclear layer of the retina."	"CL:0000745"
<http://purl.obolibrary.org/obo/XAO_0004586>	"A compact fiber bundle that extends longitudinally through the posterolateral region of the medulla and is surrounded by the nucleus of the solitary tract, and descends to the upper cervical segments of the spinal cord."	"UBERON:0002718"
<http://purl.obolibrary.org/obo/XAO_0000408>	"The 1st somite located posterior to the head."	
<http://purl.obolibrary.org/obo/XAO_0004555>	"A layer of the olfactory bulb interior to the mitral cell layer, consisting of inhibitory interneurons."	"UBERON:0005378"
<http://purl.obolibrary.org/obo/XAO_0003023>	"Cell that is the basic unit of nervous tissue, each consisting of a body, an axon, and dendrites, and the purpose of which is to receive, conduct, and transmit impulses in the nervous system."	"CL:0000540"
<http://purl.obolibrary.org/obo/XAO_0004527>	"Sensory neuron responsible for detection of odorants."	
<http://purl.obolibrary.org/obo/XAO_0003067>		
<http://purl.obolibrary.org/obo/XAO_0004104>	"The boundary between non-neural ectoderm and the neural plate of neurula stage embryos, giving rise to the neural crest and cranial placodes."	
<http://purl.obolibrary.org/obo/XAO_0005261>	"The posterior part of the tail."	
<http://purl.obolibrary.org/obo/XAO_0000078>	"The edge of the blastopore. Local invagination is caused by narrowing of bottle cells at the exterior edge of the blastula."	
<http://purl.obolibrary.org/obo/XAO_0000001>	"Primary germ layer that is the outer of the embryo's germ layers and gives rise to epidermis and neural tissue."	"UBERON:0000924"
<http://purl.obolibrary.org/obo/XAO_0004011>	"Anatomical cluster of the central body axis including the cranium, vertebrae, notochord, ribs, and sternum."	"UBERON:0005944"
<http://purl.obolibrary.org/obo/XAO_0000044>	"Deep neuroectoderm layer consisting of densely packed, cylindrical, unpigmented cells."	
<http://purl.obolibrary.org/obo/XAO_0004350>	"Muscle that arises from the edge of levator arcus branchialis IV and inserts on the arytenoid cartilage and the cricoid ring."	
<http://purl.obolibrary.org/obo/XAO_0004539>	"A group of structures that lie in the ventralmost parts of the forebrain and are formed by the derivatives of the subpallium."	"UBERON:0002743"
<http://purl.obolibrary.org/obo/XAO_0004236>	"Posterior part of the hypothalamus, given rise by the midanterior neural plate during forebrain morphogenesis."	
<http://purl.obolibrary.org/obo/XAO_0005170>	"Region which is formed by the posterior layer of the gastrocoel roof plate during neurulation and has functionality in determining organ and axis symmetry."	
